sex,age,citizen,educd,region,n
male,43,naturalized citizen,grade 9,middle atlantic division,2
male,43,naturalized citizen,grade 9,east north central div,1
male,43,naturalized citizen,grade 9,south atlantic division,1
male,43,naturalized citizen,grade 9,east south central div,2
male,43,naturalized citizen,grade 9,west south central div,8
male,43,naturalized citizen,grade 9,pacific division,7
male,43,naturalized citizen,grade 10,middle atlantic division,4
male,43,naturalized citizen,grade 10,west north central div,1
male,43,naturalized citizen,grade 10,south atlantic division,1
male,43,naturalized citizen,grade 10,west south central div,3
male,43,naturalized citizen,grade 10,mountain division,1
male,43,naturalized citizen,grade 10,pacific division,4
male,43,naturalized citizen,grade 11,new england division,2
male,43,naturalized citizen,grade 11,east north central div,2
male,43,naturalized citizen,grade 11,south atlantic division,5
male,43,naturalized citizen,grade 11,west south central div,1
male,43,naturalized citizen,grade 11,mountain division,1
male,43,naturalized citizen,grade 11,pacific division,6
male,43,naturalized citizen,"12th grade, no diploma",new england division,3
male,43,naturalized citizen,"12th grade, no diploma",middle atlantic division,4
male,43,naturalized citizen,"12th grade, no diploma",east north central div,2
male,43,naturalized citizen,"12th grade, no diploma",west north central div,1
male,43,naturalized citizen,"12th grade, no diploma",south atlantic division,14
male,43,naturalized citizen,"12th grade, no diploma",west south central div,4
male,43,naturalized citizen,"12th grade, no diploma",mountain division,1
male,43,naturalized citizen,"12th grade, no diploma",pacific division,17
male,43,naturalized citizen,regular high school diploma,new england division,15
male,43,naturalized citizen,regular high school diploma,middle atlantic division,56
male,43,naturalized citizen,regular high school diploma,east north central div,21
male,43,naturalized citizen,regular high school diploma,west north central div,8
male,43,naturalized citizen,regular high school diploma,south atlantic division,56
male,43,naturalized citizen,regular high school diploma,east south central div,5
male,43,naturalized citizen,regular high school diploma,west south central div,27
male,43,naturalized citizen,regular high school diploma,mountain division,19
male,43,naturalized citizen,regular high school diploma,pacific division,69
male,43,naturalized citizen,ged or alternative credential,new england division,2
male,43,naturalized citizen,ged or alternative credential,middle atlantic division,10
male,43,naturalized citizen,ged or alternative credential,east north central div,4
male,43,naturalized citizen,ged or alternative credential,south atlantic division,8
male,43,naturalized citizen,ged or alternative credential,west south central div,7
male,43,naturalized citizen,ged or alternative credential,mountain division,2
male,43,naturalized citizen,ged or alternative credential,pacific division,6
male,43,naturalized citizen,"some college, but less than 1 year",new england division,2
male,43,naturalized citizen,"some college, but less than 1 year",middle atlantic division,8
male,43,naturalized citizen,"some college, but less than 1 year",east north central div,8
male,43,naturalized citizen,"some college, but less than 1 year",west north central div,4
male,43,naturalized citizen,"some college, but less than 1 year",south atlantic division,13
male,43,naturalized citizen,"some college, but less than 1 year",east south central div,1
male,43,naturalized citizen,"some college, but less than 1 year",west south central div,9
male,43,naturalized citizen,"some college, but less than 1 year",mountain division,3
male,43,naturalized citizen,"some college, but less than 1 year",pacific division,21
male,43,naturalized citizen,"1 or more years of college credit, no degree",new england division,10
male,43,naturalized citizen,"1 or more years of college credit, no degree",middle atlantic division,25
male,43,naturalized citizen,"1 or more years of college credit, no degree",east north central div,9
male,43,naturalized citizen,"1 or more years of college credit, no degree",west north central div,1
male,43,naturalized citizen,"1 or more years of college credit, no degree",south atlantic division,22
male,43,naturalized citizen,"1 or more years of college credit, no degree",east south central div,3
male,43,naturalized citizen,"1 or more years of college credit, no degree",west south central div,22
male,43,naturalized citizen,"1 or more years of college credit, no degree",mountain division,13
male,43,naturalized citizen,"1 or more years of college credit, no degree",pacific division,47
male,43,naturalized citizen,"associate's degree, type not specified",new england division,5
male,43,naturalized citizen,"associate's degree, type not specified",middle atlantic division,24
male,43,naturalized citizen,"associate's degree, type not specified",east north central div,17
male,43,naturalized citizen,"associate's degree, type not specified",west north central div,2
male,43,naturalized citizen,"associate's degree, type not specified",south atlantic division,27
male,43,naturalized citizen,"associate's degree, type not specified",west south central div,16
male,43,naturalized citizen,"associate's degree, type not specified",mountain division,11
male,43,naturalized citizen,"associate's degree, type not specified",pacific division,39
